    90 Antiope            L.H. Wasserman   8.27  0.15 0.69 120.1 C       0   0   0   0   0   9 55874 3797 20191113 180.407092 244.897892  69.965272  2.206791 0.16628647   3.14936913 20190927 9.9E-03  2.1E-05 20191005 1.7E-02 20200309 3.3E-02 20270717 3.3E-02 20270717
    91 Aegina             L.H. Wasserman   8.84  0.15 0.73 109.8         0   0   0   0   0   9 55830 2511 20191113 214.363067  73.931650  10.479310  2.102535 0.10603868   2.59113197 20190927 1.5E-02 -6.0E-05 20191005 2.9E-02 20201002 3.0E-02 20260128 3.3E-02 20300105
    92 Undina             L.H. Wasserman   6.61  0.15 0.73 126.4 M       0   0   0   0   0   0 54171 2227 20191113 214.384536 239.114376 101.579842  9.932063 0.10473548   3.18520754 20190923 1.4E-02  2.7E-05 20191005 2.9E-02 20200405 3.8E-02 20270714 3.8E-02 20270714
    93 Minerva            L.H. Wasserman   7.9   0.15 0.73 141.0 C?      0   0   4   0   0   0 43850 2280 20191113 160.137037 274.882028   4.040807  8.556263 0.13905708   2.75641144 20190927 1.8E-02  9.7E-05 20191005 2.5E-02 20191220 4.2E-02 20220709 4.2E-02 20220709
    94 Aurora             L.H. Wasserman   7.57  0.15 0.66 204.9 C       0   0  16   0   0   0 53747 2793 20191113 344.092990  60.384040   2.572034  7.969833 0.09412179   3.15731071 20190927 1.9E-02  1.2E-04 20191005 2.4E-02 20191202 2.6E-02 20260107 2.6E-02 20260107
    95 Arethusa           L.H. Wasserman   8.0   0.15 0.71 136.0 C       0   0   0   0   0   0 53568 2285 20191113 110.887409 153.849459 243.023421 12.995305 0.15266611   3.06465191 20190923 1.2E-02  1.7E-05 20191005 2.1E-02 20200324 2.8E-02 20281015 2.8E-02 20281015
    96 Aegle              L.H. Wasserman   7.67  0.15 0.77 169.9         0   0   0   0   0   0 54456 2253 20191113 141.336199 208.558332 321.488667 15.979857 0.14091724   3.04925137 20190927 1.7E-02 -8.6E-05 20191005 2.1E-02 20200924 3.0E-02 20280208 3.0E-02 20280208
    97 Klotho             L.H. Wasserman   7.63  0.15 0.70  82.8 M       0   0   0   0   0   0 54473 2747 20191113 356.227884 268.687167 159.621359 11.777092 0.25725868   2.66899565 20190927 3.0E-02  2.3E-04 20191005 4.3E-02 20191206 4.3E-02 20191206 4.3E-02 20191206
    98 Ianthe             L.H. Wasserman   8.84  0.15 0.75 104.5 C       0   0   0   0   0  10 54392 2203 20191113 170.455806 158.661233 353.906378 15.575139 0.18705476   2.68685409 20190927 1.8E-02 -9.9E-05 20191005 2.1E-02 20201008 3.5E-02 20220205 3.5E-02 20220205
    99 Dike               L.H. Wasserman   9.43  0.15 0.70  71.9         0   0   0   0   0   0 38086 2317 20191113 289.660870 195.666895  41.516965 13.847071 0.19498865   2.66523823 20190923 1.3E-02  3.4E-05 20191005 2.7E-02 20200312 3.7E-02 20290429 3.7E-02 20290429
   100 Hekate             L.H. Wasserman   7.67  0.15 0.83  88.7         0   0   0   0   0   0 54239 2692 20191113 282.823678 184.537960 127.189271  6.431685 0.16931385   3.08764555 20190923 1.2E-02  9.8E-06 20191005 3.7E-02 20200627 4.0E-02 20260905 4.0E-02 20260905
   101 Helena             L.H. Wasserman   8.33  0.35 0.87  65.8 S       0   0   0   0   0   0 54243 1796 20191113 160.742221 348.354747 343.383447 10.195615 0.14039261   2.58350907 20190927 1.4E-02  3.6E-05 20191005 2.5E-02 20200220 4.2E-02 20210529 4.2E-02 20210529
